address,blockNumber,timeStamp,methodId,functionName,functionName_without_parms,isError
0x869eb8a1a479a80f9907673eae8336625dc3e526,7034333,1546998593,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7034333,1546998593,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7034339,1546998664,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7035199,1547011467,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7035289,1547012796,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7035293,1547012892,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037571,1547048571,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037823,1547052332,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037827,1547052415,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037887,1547053237,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037967,1547054518,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037972,1547054587,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037977,1547054682,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037985,1547054785,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037992,1547054904,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7037998,1547055025,0x38520451,DeleteDuel(uint256 _duelID),DeleteDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038028,1547055375,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038036,1547055487,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038038,1547055530,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038065,1547055905,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038074,1547056033,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038080,1547056125,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038245,1547058784,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038248,1547058811,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038295,1547059427,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7038309,1547059656,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7040002,1547086310,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7040007,1547086389,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7040013,1547086465,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7040589,1547094830,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7040592,1547094907,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7040609,1547095219,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7040745,1547097646,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7040751,1547097699,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7041977,1547117263,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042110,1547118923,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042113,1547118990,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042159,1547119624,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042268,1547121343,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042448,1547124118,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042449,1547124164,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042478,1547124581,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042480,1547124616,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042482,1547124644,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042483,1547124663,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042488,1547124685,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042496,1547124775,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042501,1547124923,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042696,1547127955,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042704,1547128028,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042712,1547128087,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042713,1547128109,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042716,1547128247,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042718,1547128287,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042721,1547128308,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042722,1547128329,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042740,1547128505,0x38520451,DeleteDuel(uint256 _duelID),DeleteDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7042746,1547128666,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043025,1547132890,0x38520451,DeleteDuel(uint256 _duelID),DeleteDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043029,1547133009,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043047,1547133265,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043123,1547134264,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043142,1547134594,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043151,1547134876,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043181,1547135266,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043189,1547135448,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043197,1547135567,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043203,1547135658,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043214,1547135773,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043219,1547135889,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043225,1547136004,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043232,1547136167,0x38520451,DeleteDuel(uint256 _duelID),DeleteDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043319,1547137573,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043324,1547137633,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043392,1547138730,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043399,1547138981,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043411,1547139234,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043425,1547139432,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043436,1547139623,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043447,1547139845,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043458,1547139966,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043482,1547140343,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043489,1547140423,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043528,1547140993,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043532,1547141091,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043578,1547141804,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043583,1547141862,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043588,1547141977,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043734,1547144066,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043738,1547144155,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043743,1547144263,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7043753,1547144451,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044030,1547148597,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044037,1547148705,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044040,1547148755,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044072,1547149273,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044081,1547149398,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044179,1547150699,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044180,1547150704,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044187,1547150892,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044210,1547151136,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044217,1547151280,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044222,1547151374,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7044452,1547154930,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,1
0x869eb8a1a479a80f9907673eae8336625dc3e526,7045857,1547176372,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7045862,1547176403,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7045864,1547176466,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7045869,1547176519,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7045939,1547177722,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7045943,1547177814,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7045946,1547177846,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046043,1547179444,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046046,1547179488,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046342,1547183953,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046351,1547184156,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046357,1547184406,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046361,1547184476,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046373,1547184690,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046378,1547184728,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046404,1547185141,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046409,1547185226,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046532,1547187201,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046672,1547189212,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046754,1547190564,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046783,1547191030,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046794,1547191252,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046882,1547192414,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046911,1547192907,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046965,1547193967,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7046969,1547194087,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7047089,1547195901,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7047125,1547196593,0x38520451,DeleteDuel(uint256 _duelID),DeleteDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7047143,1547196938,0x38520451,DeleteDuel(uint256 _duelID),DeleteDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7047601,1547203722,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7047624,1547204203,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7047640,1547204383,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7047648,1547204488,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7047653,1547204580,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7047799,1547206796,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048038,1547210716,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048046,1547210886,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048064,1547211189,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048081,1547211385,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048126,1547211879,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048152,1547212310,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048163,1547212476,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048205,1547213220,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048207,1547213253,0xd5a50165,RespondDuel(uint256 _duelID),RespondDuel,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048214,1547213364,0xa5d54a9d,GetWin(uint256 _duelID),GetWin,0
0x869eb8a1a479a80f9907673eae8336625dc3e526,7048256,1547214116,0xe2dd3e0c,"CreateDuel(address _responder, int256 _referrerID)",CreateDuel,0
